8416,WUC,Subversive Alliance,~SA~,424017,Ohadik,99,55026,1,5
8416,WUC,Subversive Alliance,~SA~,5918,Sephiroth,100,54996,1,0
8416,WUC,Subversive Alliance,~SA~,557912,All_in_Ken,100,54874,1,9
8416,WUC,Subversive Alliance,~SA~,1689701,miro,100,54687,2,1
8416,WUC,Subversive Alliance,HB1,1609308,Judea,100,54609,1,0
8416,WUC,Subversive Alliance,FTW,177901,Gus,100,54176,1,0
8416,WUC,Subversive Alliance,~SA~,208701,njprops,96,49114,1,0
8416,WUC,Subversive Alliance,~SA~,343651,Melotto,94,48098,2,0
8416,WUC,Subversive Alliance,~SA~,910863,Shod,98,44478,1,0
8416,WUC,Subversive Alliance,~SA~,1486772,Smiles,100,44155,3,0
8416,WUC,Subversive Alliance,R*1,546989,Edge,100,43104,1,0
8416,WUC,Subversive Alliance,R*1,1197995,Euthanasia,98,39107,1,0
8416,WUC,Subversive Alliance,~SA~,424299,WindDancer,92,36119,2,0
8416,WUC,Subversive Alliance,R*1,430598,-Plutonium-,95,33766,2,0
8416,WUC,Subversive Alliance,~SA~,1373916,icedogg,90,33052,5,0
8416,WUC,Subversive Alliance,R*1,503521,Babyte_Brone,100,29667,1,0
8416,WUC,Subversive Alliance,~SA~,1910082,LoveFaithHope,86,29420,2,0
8416,WUC,Subversive Alliance,FTW,1033180,JS_Rep,95,28376,2,0
8416,WUC,Subversive Alliance,~SA~,621230,MassiveWeapon,97,27730,1,0
8416,WUC,Subversive Alliance,~SA~,72335,Leviathan,96,27362,1,0
8416,WUC,Subversive Alliance,~SA~,1027599,UberMorlock,100,26184,1,0
8416,WUC,Subversive Alliance,~SA~,1816368,NNWS,99,25934,2,0
8416,WUC,Subversive Alliance,~SA~,315134,LESTAT,100,25322,3,4
8416,WUC,Subversive Alliance,~SA~,220641,Twigman,96,24492,3,0
8416,WUC,Subversive Alliance,~SA~,710831,Veteran,93,23519,1,0
8416,WUC,Subversive Alliance,~SA~,370359,007,95,17266,1,0
8416,WUC,Subversive Alliance,~SA~,116791,DirtyWarlock,91,16783,1,0
8416,WUC,Subversive Alliance,~SA~,226888,snap,100,14727,1,0
8416,WUC,Subversive Alliance,~SA~,1729682,Shady_Lady,96,12272,1,0
8416,WUC,Subversive Alliance,~SA~,1159025,hookroteat,100,8702,3,1
8416,WUC,Subversive Alliance,~SA~,95749,zekas,100,5654,1,0
8416,WUC,Subversive Alliance,~SA~,779368,ShuKa,100,4261,1,0
8416,WUC,Subversive Alliance,R*1,445884,sportyguy92,95,3144,1,0
8416,WUC,Subversive Alliance,~SA~,1192157,kuasa,100,3069,1,0
8416,WUC,Subversive Alliance,~SA~,711590,ghostcell,95,1516,1,0
8416,WUC,Subversive Alliance,~SA~,622539,gintux,87,1400,2,0
8416,WUC,Subversive Alliance,~SA~,692275,KjS,100,0,0,1
8416,WUC,JFA,JFK™,206758,Thief,100,909,1,0
8416,WUC,JFA,JFA,1636201,CloudJumper,100,884,1,0
8416,WUC,JFA,JFA,1632322,HTTR,98,881,1,0
8416,WUC,JFA,JFA,358730,Abrams,99,820,1,0
8416,WUC,JFA,JFA,663075,Adversary,100,754,1,0
8416,WUC,JFA,JFA,1311397,wc_how,97,749,1,0
8416,WUC,JFA,JFA,1461513,twak,99,725,1,0
8416,WUC,JFA,JFA,376991,MrsMojoMofo,100,697,1,0
8416,WUC,JFA,JFA,1512694,Donandres,95,675,1,0
8416,WUC,JFA,JFA,1617496,Intimidator,100,613,1,0
8416,WUC,JFA,JFA,1635353,Knuckles,89,586,1,0
8416,WUC,JFA,JFA,343124,M3G47HR0N,100,574,1,0
8416,WUC,JFA,JFA,1563953,DieHardGunner,90,557,1,0
8416,WUC,JFA,JFA,933244,FB-xLordx,92,555,1,0
8416,WUC,JFA,JFA,1580503,bloodbaine,91,531,1,0
8416,WUC,JFA,JFA,1321910,Ceberix,90,493,1,0
8416,WUC,JFA,JFA,1392638,SparkyMarky,100,447,1,0
8416,WUC,JFA,JFA,262593,Flander,97,434,1,0
8416,WUC,JFA,JFA,1185073,Sergeant_Major,92,426,1,0
8416,WUC,JFA,JFA,1558437,test90,91,405,1,0
8416,WUC,JFA,JFA,866181,Deansrule,80,388,1,0
8416,WUC,JFA,JFA,119434,Clifford,91,80,1,0
8416,WUC,JFA,JFA,687643,Vicarious,99,65,1,0
8416,WUC,JFA,JFA,865822,-Ryan,89,45,1,1
8416,WUC,JFA,JFA2,2045029,Val_Venis,66,15,1,0
8422,FRG,Relentless,R*1,812478,MightyGoober,100,56358,2,0
8422,FRG,Relentless,R*1,295553,Lek,85,55132,8,0
8422,FRG,Relentless,R*1,1620993,_Gabriel_,100,54411,1,0
8422,FRG,Relentless,PIL1,1599136,winguard,90,54300,3,0
8422,FRG,Relentless,C.R,1541749,Pandora,100,52438,1,0
8422,FRG,Relentless,R*1,1573549,f0rk,94,46432,10,0
8422,FRG,Relentless,NUKE,36875,AzTeCsCaRfAcE,90,44304,5,0
8422,FRG,Relentless,R*1,1127528,Fanatic,100,42387,3,0
8422,FRG,Relentless,R*1,1847600,Baldr,98,41207,4,0
8422,FRG,Relentless,R*1,1602605,Joxer,100,41020,5,0
8422,FRG,Relentless,R*1,784338,Crystalz,96,38592,7,0
8422,FRG,Relentless,R*1,238634,Mover,85,38233,9,0
8422,FRG,Relentless,~SA~,131289,Mia,99,38144,1,1
8422,FRG,Relentless,R*1,1625417,Yurnero,91,36703,3,1
8422,FRG,Relentless,C.R,329437,Teddybears,94,36508,3,6
8422,FRG,Relentless,R*1,1867608,decap101,90,33585,1,0
8422,FRG,Relentless,R*1,1523811,GoldenFeel,99,32810,3,0
8422,FRG,Relentless,undefined,1580868,Monkeymia,97,32707,3,0
8422,FRG,Relentless,C.R,118943,_Big_GuNz_,100,31829,4,0
8422,FRG,Relentless,R*1,1888994,Momo,96,24830,17,1
8422,FRG,Relentless,R*1,1503918,PhaNToM,95,24037,2,0
8422,FRG,Relentless,R*1,1882094,GeorgeCostanza,89,23888,5,0
8422,FRG,Relentless,R*1,429874,Rumple4skinz,97,23378,1,0
8422,FRG,Relentless,R*1,1148150,natty1066,98,21184,10,0
8422,FRG,Relentless,~WP~,1514485,Stan,88,20636,1,0
8422,FRG,Relentless,R*1,1793493,Rocmann,92,20092,2,0
8422,FRG,Relentless,R*1,84976,Jokar,89,19817,3,0
8422,FRG,Relentless,R*1,1811936,madbuns,100,17342,1,0
8422,FRG,Relentless,R*1,1798354,KaguroX,95,17090,1,0
8422,FRG,Relentless,FTW,1815556,Nesa,100,16192,6,2
8422,FRG,Relentless,R*1,958018,uLtraZ,100,13704,1,0
8422,FRG,Relentless,R*1,1154897,Milosh,100,13599,8,0
8422,FRG,Relentless,R*1,1974874,PapaEmeritus,87,13427,14,0
8422,FRG,Relentless,R*1,1626270,mortisult,98,12362,4,0
8422,FRG,Relentless,R*1,295516,Navahoes,100,10465,2,0
8422,FRG,Relentless,R*1,108862,Cirice,100,10457,2,0
8422,FRG,Relentless,R*1,1920048,William_Joker,83,9617,1,0
8422,FRG,Relentless,R*1,1740595,BadDutchie,95,9562,3,1
8422,FRG,Relentless,R*1,1025410,Pops,99,9529,10,0
8422,FRG,Relentless,R*1,420053,Agent327,95,8737,5,0
8422,FRG,Relentless,R*1,1109901,ZaumonL,95,7894,7,0
8422,FRG,Relentless,R*1,1901801,metalkarmak,88,7556,2,0
8422,FRG,Relentless,R*1,1705890,DarkMaid,97,7217,3,0
8422,FRG,Relentless,R*1,1044213,Imrahil,100,6836,2,0
8422,FRG,Relentless,~SA~,250998,StickEmUp,100,4788,1,0
8422,FRG,Relentless,~SA~,234103,Morcha,93,4538,9,0
8422,FRG,Relentless,R*1,964979,brko21,90,4517,2,0
8422,FRG,Relentless,R*1,38031,Pascal,100,4450,1,0
8422,FRG,Relentless,R*1,1900827,Bruce-LeeFFS,95,3974,1,0
8422,FRG,Relentless,R*1,1970958,Echo,89,3359,1,0
8422,FRG,Relentless,R*1,900534,Dekloren,100,3084,2,0
8422,FRG,Relentless,R*1,50716,Honey-Badger,94,3021,3,0
8422,FRG,Relentless,R*1,705319,Scar,94,2270,1,0
8422,FRG,Relentless,R*1,671797,sexxysweety,92,2070,1,0
8422,FRG,Relentless,R*1,82801,ShadowStriker,85,2005,3,0
8422,FRG,Relentless,C.R,239119,Veins,96,1972,2,0
8422,FRG,Relentless,R*1,1629756,Lord_Gorgen,100,1955,2,0
8422,FRG,Relentless,39th,120362,WarAndPeace,86,1946,5,0
8422,FRG,Relentless,UR,4309,Buzz,95,1709,9,0
8422,FRG,Relentless,R*1,1713565,Yeezy,89,1435,5,0
8422,FRG,Relentless,~SA~,1537440,dinky,100,1305,1,4
8422,FRG,Relentless,R*1,2033210,OSA,84,1213,1,0
8422,FRG,Relentless,R*1,1843716,Whittlinman,92,808,1,0
8422,FRG,Relentless,FTW,1632988,N3m,100,726,4,0
8422,FRG,Relentless,R*1,895688,Wicka,100,724,1,0
8422,FRG,Relentless,R*1,1420951,bulldog1,99,462,1,1
8422,FRG,Relentless,C.R,209070,Tascon,100,455,2,0
8422,FRG,Relentless,C.R,1592807,shak,97,353,1,6
8422,FRG,Relentless,R*1,1685702,Bezee,90,212,1,0
8422,FRG,Relentless,R*1,194822,Illusions,99,196,1,0
8422,FRG,Relentless,C.R,1352251,ChristmasBazaar,100,185,1,0
8422,FRG,Relentless,R*1,1547659,Ubique,99,163,1,0
8422,FRG,Relentless,R*1,845601,Shapke,90,154,1,0
8422,FRG,Relentless,R*1,1732212,Hank,100,58,1,0
